K,Points:0,Points:1,Points:2,U,V,W,X,Y,Z,uu,uv,uw,vv,vw,ww,U_ref,K-dim,uw-dim
0.0042496,0.93626,0.5,6.2666,-0.07438,-0.008057,1.1082,0.93626,0.5,6.2666,0.0027254,-0.00024452,0.0008516,0.0018588,-0.0015531,0.003915,,0.117717452,0.023590028
0.0041603,0.94452,0.5,6.2666,-0.074145,-0.0070917,1.106,0.94452,0.5,6.2666,0.0027423,-0.00027388,0.00092595,0.0018532,-0.0014708,0.0037251,,0.115243767,0.025649584
0.0040894,0.95277,0.5,6.2666,-0.074137,-0.0064515,1.1041,0.95277,0.5,6.2666,0.0027727,-0.00029355,0.00095489,0.0018654,-0.0013935,0.0035406,,0.113279778,0.026451247
0.0040191,0.96103,0.5,6.2666,-0.074378,-0.0063641,1.1022,0.96103,0.5,6.2666,0.0028136,-0.00030071,0.00096695,0.001848,-0.0013113,0.0033767,,0.11133241,0.026785319
0.003928,0.96929,0.5,6.2666,-0.074823,-0.0067775,1.1001,0.96929,0.5,6.2666,0.00287,-0.00028247,0.00094462,0.0017904,-0.0012333,0.0031956,,0.108808864,0.026166759
0.0038122,0.97754,0.5,6.2666,-0.075369,-0.0074122,1.0978,0.97754,0.5,6.2666,0.0029379,-0.00024371,0.00088647,0.0017109,-0.0011681,0.0029755,,0.105601108,0.024555956
0.0037007,0.9858,0.5,6.2666,-0.075921,-0.0078763,1.0954,0.9858,0.5,6.2666,0.0030171,-0.00019596,0.00081435,0.0016497,-0.001116,0.0027346,,0.102512465,0.022558172
0.0036226,0.99405,0.5,6.2666,-0.076479,-0.0083128,1.0928,0.99405,0.5,6.2666,0.003111,-0.00012612,0.00071902,0.0016556,-0.0010591,0.0024785,,0.10034903,0.019917452
0.0036,1.0023,0.5,6.2666,-0.077014,-0.0092544,1.0902,1.0023,0.5,6.2666,0.0032185,-3.95E-05,0.00059867,0.0017128,-0.00099156,0.0022688,,0.099722992,0.016583657
0.0036117,1.0106,0.5,6.2666,-0.077426,-0.010955,1.0876,1.0106,0.5,6.2666,0.0033315,3.10E-05,0.00049061,0.0017439,-0.00092269,0.0021481,,0.100047091,0.013590305
0.003641,1.0188,0.5,6.2666,-0.077641,-0.012854,1.0853,1.0188,0.5,6.2666,0.0034414,5.97E-05,0.00037478,0.001734,-0.0008583,0.0021067,,0.100858726,0.010381717
